Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,Tstep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
33,AAR034,160.620000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
34,AAR035,160.635000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
35,AAR036,160.650000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
36,AAR037,160.665000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
37,AAR038,160.680000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
38,AAR039,160.695000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
39,AAR040,160.710000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
40,AAR041,160.725000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
41,AAR042,160.740000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
42,AAR043,160.755000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
43,AAR044,160.770000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
44,AAR045,160.785000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
45,AAR046,160.800000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
46,AAR047,160.815000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
47,AAR048,160.830000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
48,AAR049,160.845000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
49,AAR050,160.860000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
50,AAR051,160.875000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
51,AAR052,160.890000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
52,AAR053,160.905000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
53,AAR054,160.920000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
54,AAR055,160.935000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
55,AAR056,160.950000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
56,AAR057,160.965000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
57,AAR058,160.980000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
58,AAR059,160.995000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
59,AAR060,161.010000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
60,AAR061,161.025000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
61,AAR062,161.040000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
62,AAR063,161.055000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
63,AAR064,161.070000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
64,AAR065,161.085000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
65,AAR066,161.100000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
66,AAR067,161.115000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
67,AAR068,161.130000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
68,AAR069,161.145000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
69,AAR070,161.160000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
70,AAR071,161.175000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
71,AAR072,161.190000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
72,AAR073,161.205000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
73,AAR074,161.220000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
74,AAR075,161.235000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
75,AAR076,161.250000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
76,AAR077,161.265000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
77,AAR078,161.280000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
78,AAR079,161.295000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
79,AAR080,161.310000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
80,AAR081,161.325000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
81,AAR082,161.340000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
82,AAR083,161.355000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
83,AAR084,161.370000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
84,AAR085,161.385000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
85,AAR086,161.400000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
86,AAR087,161.415000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
87,AAR088,161.430000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
88,AAR089,161.445000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
89,AAR090,161.460000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
90,AAR091,161.475000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
91,AAR092,161.490000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
92,AAR093,161.505000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
93,AAR094,161.520000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
94,AAR095,161.535000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
95,AAR096,161.550000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
96,AAR097,161.565000,,0.000000,,88.5,88.5,023,NN,FM,5.00,,,,,
97,AAR107,160.222500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
98,AAR108,160.237500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
99,AAR109,160.252500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
100,AAR110,160.267500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
101,AAR111,160.282500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
102,AAR112,160.297500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
103,AAR113,160.312500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
104,AAR114,160.327500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
105,AAR115,160.342500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
106,AAR116,160.357500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
107,AAR117,160.372500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
108,AAR118,160.387500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
109,AAR119,160.402500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
110,AAR120,160.417500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
111,AAR121,160.432500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
112,AAR122,160.447500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
113,AAR123,160.462500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
114,AAR124,160.477500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
115,AAR125,160.492500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
116,AAR126,160.507500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
117,AAR127,160.522500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
118,AAR128,160.537500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
119,AAR129,160.552500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
120,AAR130,160.567500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
121,AAR131,160.582500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
122,AAR132,160.597500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
123,AAR133,160.612500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
124,AAR134,160.627500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
125,AAR135,160.642500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
126,AAR136,160.657500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
127,AAR137,160.672500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
128,AAR138,160.687500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
129,AAR139,160.702500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
130,AAR140,160.717500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
131,AAR141,160.732500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
132,AAR142,160.747500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
133,AAR143,160.762500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
134,AAR144,160.777500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
135,AAR145,160.792500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
136,AAR146,160.807500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
137,AAR147,160.822500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
138,AAR148,160.837500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
139,AAR149,160.852500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
140,AAR150,160.867500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
141,AAR151,160.882500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
142,AAR152,160.897500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
143,AAR153,160.912500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
144,AAR154,160.927500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
145,AAR155,160.942500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
146,AAR156,160.957500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
147,AAR157,160.972500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
148,AAR158,160.987500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
149,AAR159,161.002500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
150,AAR160,161.017500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
151,AAR161,161.032500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
152,AAR162,161.047500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
153,AAR163,161.062500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
154,AAR164,161.077500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
155,AAR165,161.092500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
156,AAR166,161.107500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
157,AAR167,161.122500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
158,AAR168,161.137500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
159,AAR169,161.152500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
160,AAR170,161.167500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
161,AAR171,161.182500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
162,AAR172,161.197500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
163,AAR173,161.212500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
164,AAR174,161.227500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
165,AAR175,161.242500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
166,AAR176,161.257500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
167,AAR177,161.272500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
168,AAR178,161.287500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
169,AAR179,161.302500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
170,AAR180,161.317500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
171,AAR181,161.332500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
172,AAR182,161.347500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
173,AAR183,161.362500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
174,AAR184,161.377500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
175,AAR185,161.392500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
176,AAR186,161.407500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
177,AAR187,161.422500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
178,AAR188,161.437500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
179,AAR189,161.452500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
180,AAR190,161.467500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
181,AAR191,161.482500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
182,AAR192,161.497500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
183,AAR193,161.512500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
184,AAR194,161.527500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
185,AAR195,161.542500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
186,AAR196,161.557500,,0.000000,,88.5,88.5,023,NN,NFM,5.00,,,,,
